Day,Hour,Tor_scaled,Web_Adult,YouTube
Friday,0,40.86493918763954,8955553.0,281568189.0
Friday,1,29.315662725884057,4720251.001,156216949.0
Friday,2,9.20149428896766,4165826.002,127870579.0
Friday,3,3.310354185644227,6465085.004,65504811.0
Friday,4,16.172317508444433,751426.003,69147575.0
Friday,5,5.509189919284926,105733.005,47839995.0
Friday,6,28.052638683195298,705394.0,72487594.0
Friday,7,52.531364948983565,4331250.0,229726193.0
Friday,8,553.8475041529246,2991832.0,277765551.0
Friday,9,30151.276634011978,4802163.0,231828373.0
Friday,10,10597.193155669001,1489508.0,257726744.0
Friday,11,451.6927954421484,1792456.0,282655120.0
Friday,12,65.0444675351701,2354920.0,310863121.0
Friday,13,66.22345718988956,4346592.0,402410969.0
Friday,14,47.17369589890052,3756650.0,299777850.0
Friday,15,47.70207793288826,4105222.001,315704809.0
Friday,16,146.77307270072873,6194065.001,358795438.0
Friday,17,94.33975126626859,11517457.0,386759127.0
Friday,18,176.02888438407376,1760323.0,452991983.0
Friday,19,264.4634864204648,729160.0,422139281.0
Friday,20,55.924468853989154,780069.0009999999,434265594.0
Friday,21,45.33772875521791,2644988.0,426247320.0
Friday,22,142.61095267098935,3636750.0,391245361.0
Friday,23,352.73002604696586,1276046.0,368958492.0
Monday,0,5.60976202831318,6474044.001,291100174.0
Monday,1,5.7103557819066815,4349441.0,173511674.0
Monday,2,89.92426250215918,512602.003,127617915.0
Monday,3,58.84776091856725,307952.005,97415228.0
Monday,4,3.6808582142958697,303994.002,73077301.0
Monday,5,6.312581433261216,201692.004,85564148.0
Monday,6,21.858470846775038,656836.0,85042905.0
Monday,7,51.38929582973778,6529766.0,192682505.0
Monday,8,5240.2651110968345,2328517.0,273455355.0
Monday,9,8415.937899301889,4413038.0,251520459.0
Monday,10,71.76828552245968,7303200.0,306217640.0
Monday,11,419.4131068530998,4048144.0,369608025.0
Monday,12,221.1017816978084,769052.0,356884105.0
Monday,13,277.7888993547194,6036769.0,429748697.0
Monday,14,284.15749310321246,9401578.0,355216989.0
Monday,15,127.80988839752072,7270504.0,352151613.0
Monday,16,399.5039277275957,4753537.0,380663093.0
Monday,17,2568.4790725213147,4528834.0,399553244.0
Monday,18,234.7289440626005,2174722.0,392555751.0
Monday,19,181.1344566362975,1352428.0,399656252.0
Monday,20,70.47980110499103,2195862.0,401872695.0
Monday,21,221.7842233811806,3282671.0,439444449.0
Monday,22,278.64195114063216,6281270.0,439245303.0
Monday,23,505.4960930822347,4538985.0,345257119.0
Saturday,0,489.67264013003313,884680.0,322871171.0
Saturday,1,154.18952186878326,2807722.0,240690713.0
Saturday,2,606.9161623307293,2114840.0,174769845.0
Saturday,3,147.00480705552883,111013.004,100065062.0
Saturday,4,283.4725164592868,545797.005,62699774.0
Saturday,5,2.723405777725401,163117.002,61338332.0
Saturday,6,1.4005306924976164e-05,59993.001000000004,43708916.0
Saturday,7,17.63650996017439,2295114.0,98678125.0
