Day,Hour,Tor_scaled,Web_Adult,YouTube
Friday,0,1683.895131804587,10698163.0,394658835.0
Friday,1,705.4721079655636,2191340.0,188911539.0
Friday,2,1.4555575214261018,288620.002,119172300.0
Friday,3,0.6472938055581238,2330277.002,70219363.0
Friday,4,1.69926557883075,2557001.002,79212937.0
Friday,5,1.688087376793176,1311392.001,73712711.0
Friday,6,24.605689960617497,4741873.0,88448985.0
Friday,7,20.251344832469638,10290314.0,241781989.0
Friday,8,48.053192310999485,2251015.0,240857172.0
Friday,9,254.92874421190263,1856650.0,231065384.0
Friday,10,73.66948497134221,1964738.0,277369881.0
Friday,11,101.08453245065289,2872087.0,272883707.0
Friday,12,31.69896289165024,1077402.0,309763070.0
Friday,13,382.9722000615837,5907850.0,366742335.0
Friday,14,1167.5335250838734,9197697.0,328204195.0
Friday,15,1028.1240501494017,3168094.0,340094023.0
Friday,16,2398.774636406613,6331238.0,370887802.0
Friday,17,519.9904206904283,6945662.0,400505284.0
Friday,18,2184.1898265726254,2512862.0,432764643.0
Friday,19,24.093674870147158,1378429.0,387549496.0
Friday,20,288.27106602114776,1990046.0,357082953.0
Friday,21,2302.962276843269,1180716.0,381671443.0
Friday,22,2168.5890866730215,2414206.0,391504928.0
Friday,23,52.065452483942465,2386594.0,357185472.0
Monday,0,273.91793487635175,3933914.0,285216275.0
Monday,1,66.10668283745149,2364486.002,179249846.0
Monday,2,10.802588065916314,3732545.001,100558199.0
Monday,3,0.18782263687676345,2530603.0039999997,61751809.0
Monday,4,6.4996666916964845,1591517.002,53399848.0
Monday,5,3.7227202574590863,5706180.001,67274513.0
Monday,6,17.142377066863975,2314357.0,89363578.0
Monday,7,98.48757865758557,2705950.0,206515263.0
Monday,8,936.774476235843,6309079.0,254174662.0
Monday,9,3320.1987839205103,6807616.0,239523359.0
Monday,10,317.18190315859107,1474592.0010000002,270893106.0
Monday,11,186.07307441945764,1846813.0,256161455.0
Monday,12,96.09073022024558,4625624.0,302896464.0
Monday,13,250.09592307112513,5975315.0,368094998.0
Monday,14,110.63390756866033,2455097.0,295950369.0
Monday,15,24.569915018782876,3960925.0,297487489.0
Monday,16,44.6971615740663,1124363.0,352545106.0
Monday,17,669.8849775884967,6432912.0,437441992.0
Monday,18,273.97495052612857,5450287.001,447162774.0
Monday,19,72.37268385487198,2932584.0,452571474.0
Monday,20,72.61863336593053,2120582.0,474427273.0
Monday,21,56.45445238606399,5513325.0,470391947.0
Monday,22,62.50246448960185,4243110.0,505014977.0
Monday,23,43.33216548784969,12844676.0,422293221.0
Saturday,0,671.2510882529142,6188950.0,246257128.0
Saturday,1,894.1600286796998,2655178.001,185136103.0
Saturday,2,3.8937672067895117,2342853.001,113950381.0
Saturday,3,28.862776122962092,2517545.002,83998142.0
Saturday,4,0.5824537497346126,1758699.005,59601360.0
Saturday,5,0.5612119238604311,839827.003,54531101.0
Saturday,6,8.72546817970605,1116867.001,74419824.0
Saturday,7,8.662859516148465,1570335.0,130637870.0
Saturday,8,1049.7046094186612,5785426.0,214700443.0
Saturday,9,2139.7173715658114,4138372.0,320239053.0
Saturday,10,2800.903722521849,4876533.001,309465651.0
Saturday,11,764.5436346847762,4876803.0,340899905.0
Saturday,12,668.1208808972983,452735.001,359392675.0
Saturday,13,1443.6616081644133,2351018.001,349245863.0
Saturday,14,4287.4514323638705,4655566.0,350572291.0
Saturday,15,2614.8932511762887,5099042.0,332103370.0
Saturday,16,202.43289238085967,3082881.0,356111527.0
Saturday,17,380.2779873027131,2192982.0,357170927.0
Saturday,18,728.1471237777763,1579312.0,348144496.0
Saturday,19,1209.802533888821,395591.001,342522023.0
Saturday,20,1645.6775107924761,402538.0,354873216.0
Saturday,21,3249.471697083091,3599100.001,358383672.0
Saturday,22,2597.716226043043,982889.0009999999,375926028.0
Saturday,23,946.9700160480918,735322.001,313019371.0
Sunday,0,141.15792057771267,1888972.0,238619339.0
Sunday,1,6.0278982710485955,1679015.0,181336040.0
Sunday,2,15.54597017520925,1645579.0,126970870.0
Sunday,3,0.8719925472865138,1528032.001,98616106.0
Sunday,4,1.1179319969570885e-05,404356.00299999997,65746960.0
Sunday,5,0.43264974421036584,1109328.003,58945546.0
Sunday,6,2.2716478792047763,55689.003,53293737.0
Sunday,7,28.621300575755367,6432690.0,90052392.0
Sunday,8,19.587293226277126,9576109.0,144402848.0
Sunday,9,2873.634137908155,1553577.0,215503651.0
Sunday,10,3382.540258377026,2184378.0,306205197.0
Sunday,11,2837.524937760237,2098000.0,288478724.0
Sunday,12,1656.3750031892903,1592576.0,318544291.0
Sunday,13,2975.219502775513,1265201.0,315999687.0
Sunday,14,3572.3897104360003,1595710.0,351129407.0
Sunday,15,2298.9500189061905,4292110.0,356615876.0
Sunday,16,1831.3403041690503,4270499.0,373360549.0
Sunday,17,2536.938736214406,3827804.0,367002167.0
Sunday,18,1228.847624506914,1385732.0,399599140.0
Sunday,19,1497.5649397334214,1752473.0,391458501.0
Sunday,20,58.25879462915274,4632259.0,414474578.0
Sunday,21,29.028224468851754,1398516.0,396832571.0
Sunday,22,22.8628328594294,3094566.0,399710427.0
Sunday,23,403.0580920764357,5448388.0,316707768.0
Thursday,0,5.269933669519709,5734735.0,268145865.0
Thursday,1,21.14904757982217,1145596.0,167220094.0
Thursday,2,15.933894814017355,1835841.0,94732912.0
Thursday,3,0.013426363283454633,2354380.0020000003,74823852.0
Thursday,4,1.6769091747556022,1100771.004,61002367.0
Thursday,5,2.7322369798830937,187283.002,63935785.0
Thursday,6,1.9876920340456787,2720972.0,81588852.0
Thursday,7,17.180387872692513,2626609.0,225752940.0
Thursday,8,108.84074576347317,5803128.0,281860725.0
Thursday,9,250.94220206454963,3755509.0,261845272.0
Thursday,10,15.38610478171239,3219210.0,267074308.0
Thursday,11,180.7863784775755,981790.0,295894894.0
Thursday,12,7.345933387869022,1683372.0,361570518.0
Thursday,13,61.676310507986564,7243589.0,384387715.0
Thursday,14,63.828331837992955,1427819.0,318335324.0
Thursday,15,162.42545888782433,2550892.0,330546565.0
Thursday,16,1022.3980024609875,2181085.001,380936180.0
Thursday,17,387.03588622431874,6042867.0,445464710.0
Thursday,18,29.87002726256044,2834045.0,465356475.0
Thursday,19,98.26845839652199,4075709.0,433836474.0
Thursday,20,687.6377377001753,1630476.0,483438641.0
Thursday,21,445.5216176950578,5615089.0,507884030.0
Thursday,22,510.92623029496417,3502296.0,506846978.0
Thursday,23,90.46082580150167,8276531.0,392211582.0
Tuesday,0,275.6630267236018,17010056.0,256305057.0
Tuesday,1,533.986928174399,6098397.0,177437522.0
Tuesday,2,23.293237796189874,2297093.002,100990385.0
Tuesday,3,379.420535696911,3183072.0020000003,55387458.0
Tuesday,4,156.77878996085408,6132805.002,42277670.0
Tuesday,5,5.3057130830823205,3047542.002,44065891.0
Tuesday,6,44.26117033111703,5137508.0,81839440.0
Tuesday,7,125.80424364943603,6539672.0,252298561.0
Tuesday,8,123.29336950220241,4483641.0,265270803.0
Tuesday,9,85.07574513629538,1415615.0,225927824.0
Tuesday,10,103.12028549917974,3713585.0,225630836.0
Tuesday,11,337.39299573157825,695995.0,232772697.0
Tuesday,12,226.7747481543313,1218529.0,309053534.0
Tuesday,13,529.79468318581,4677004.0,388680087.0
Tuesday,14,1074.9721095318175,2115512.0,285470951.0
Tuesday,15,141.1467423756751,3224504.0,302644425.0
Tuesday,16,271.36905215915357,3698251.0,340255065.0
Tuesday,17,160.3215108695511,5359967.0,412116002.0
Tuesday,18,65.01333863683547,4997553.0,434865506.0
Tuesday,19,73.70414086324789,5085722.0,456487107.0
Tuesday,20,81.08473014302257,2463763.0,474357133.0
Tuesday,21,83.52741043844182,1520180.0,450213444.0
Tuesday,22,294.8165578633315,2845735.0,439795059.0
Tuesday,23,6.963601762841694,4546041.0,424917821.0
Wednesday,0,118.06591948443106,14360315.0,282618051.0
Wednesday,1,212.33553959956555,5614305.0,177234789.0
Wednesday,2,114.42929117005764,2266697.001,113854336.0
Wednesday,3,27.944955071392314,1224466.004,92420436.0
Wednesday,4,46.87154266194383,1613243.004,77464324.0
Wednesday,5,615.5233028441924,2024087.003,63328125.0
Wednesday,6,497.98504838025696,6236220.0,95225464.0
Wednesday,7,47.37348853891757,10207725.0,234204641.0
Wednesday,8,59.962521874583345,4922061.0,246989835.0
Wednesday,9,162.45340942361227,3337217.0,263490779.0
Wednesday,10,100.46296226034474,1306381.0,220575456.0
Wednesday,11,65.96246178432004,1170537.0,267494080.0
Wednesday,12,22.28150933894371,3151012.0,379076801.0
Wednesday,13,189.87739588717062,6276804.001,416967222.0
Wednesday,14,237.8389166564876,3385782.0,357559837.0
Wednesday,15,437.39313190931875,6374698.0,348685981.0
Wednesday,16,114.49412675415316,2237282.0,395686785.0
Wednesday,17,37.76486414300339,5046310.0,451692590.0
Wednesday,18,20.628084561648187,3452189.0,466557449.0
Wednesday,19,247.92154645497558,1721081.0,443891228.0
Wednesday,20,40.10022520257875,2329958.0,480693057.0
Wednesday,21,17.19826919498384,1680088.0,460273499.0
Wednesday,22,18.072494252468278,7658079.0,469296299.0
Wednesday,23,24.18422847983268,5283162.0,434898950.0
